Filename,EstimatedFWHMx,EstimatedFWHMy,EstimatedFWHMz,FWHMfilterappliedx,FWHMfilterappliedy,FWHMfilterappliedz,AFNIEstimationRerunMod
s_pet.nii.gz,8.05896,7.69387,7.8894,5.920571232440328,6.387829398402872,6.144702404510734,0
